Entity,Code,Day,Total confirmed cases of COVID-19,Total confirmed cases of COVID-19 (WHO),Total confirmed cases of COVID-19,738545-annotations
Uzbekistan,UZB,2020-03-16,6,4,6,
Uzbekistan,UZB,2020-03-17,10,4,8,
Vatican,VAT,2020-03-06,1,,,
Vatican,VAT,2020-03-07,1,1,1,
Vatican,VAT,2020-03-08,1,1,,
Vatican,VAT,2020-03-09,1,1,,
Vatican,VAT,2020-03-10,1,1,,
Vatican,VAT,2020-03-11,1,1,,
Vatican,VAT,2020-03-12,1,1,,
Vatican,VAT,2020-03-13,1,1,,
Vatican,VAT,2020-03-14,1,1,,
Vatican,VAT,2020-03-15,1,1,,
Vatican,VAT,2020-03-16,1,1,1,
Vatican,VAT,2020-03-17,1,1,1,
Venezuela,VEN,2020-03-14,2,2,,
Venezuela,VEN,2020-03-15,10,2,10,
Venezuela,VEN,2020-03-16,17,2,15,
Venezuela,VEN,2020-03-17,33,33,33,
Vietnam,VNM,2020-01-23,2,,,
Vietnam,VNM,2020-01-24,2,2,2,
Vietnam,VNM,2020-01-25,2,2,2,
Vietnam,VNM,2020-01-26,2,2,2,
Vietnam,VNM,2020-01-27,2,2,2,
Vietnam,VNM,2020-01-28,2,2,2,
Vietnam,VNM,2020-01-29,2,2,2,
Vietnam,VNM,2020-01-30,2,2,2,
Vietnam,VNM,2020-01-31,2,5,5,
Vietnam,VNM,2020-02-01,6,6,5,
Vietnam,VNM,2020-02-02,6,7,7,
Vietnam,VNM,2020-02-03,8,8,8,
Vietnam,VNM,2020-02-04,8,9,9,
Vietnam,VNM,2020-02-05,8,10,10,
Vietnam,VNM,2020-02-06,10,10,10,
Vietnam,VNM,2020-02-07,10,12,12,
Vietnam,VNM,2020-02-08,13,13,13,
Vietnam,VNM,2020-02-09,13,14,14,
Vietnam,VNM,2020-02-10,14,14,14,
Vietnam,VNM,2020-02-11,15,15,15,
Vietnam,VNM,2020-02-12,15,15,15,
Vietnam,VNM,2020-02-13,16,16,16,
Vietnam,VNM,2020-02-14,16,16,16,
Vietnam,VNM,2020-02-15,16,16,16,
Vietnam,VNM,2020-02-16,16,16,16,
Vietnam,VNM,2020-02-17,16,16,16,
Vietnam,VNM,2020-02-18,16,16,16,
Vietnam,VNM,2020-02-19,16,16,16,
Vietnam,VNM,2020-02-20,16,16,16,
Vietnam,VNM,2020-02-21,16,16,16,
Vietnam,VNM,2020-02-22,16,16,16,
Vietnam,VNM,2020-02-23,16,16,16,
Vietnam,VNM,2020-02-24,16,16,16,
Vietnam,VNM,2020-02-25,16,16,16,
Vietnam,VNM,2020-02-26,16,16,16,
Vietnam,VNM,2020-02-27,16,16,16,
Vietnam,VNM,2020-02-28,16,16,16,
Vietnam,VNM,2020-02-29,16,16,16,
Vietnam,VNM,2020-03-01,16,16,16,
Vietnam,VNM,2020-03-02,16,16,16,
Vietnam,VNM,2020-03-03,16,16,,
Vietnam,VNM,2020-03-04,16,16,,
Vietnam,VNM,2020-03-05,16,16,,
Vietnam,VNM,2020-03-06,16,16,,
Vietnam,VNM,2020-03-07,18,17,17,
Vietnam,VNM,2020-03-08,30,21,21,
Vietnam,VNM,2020-03-09,30,30,30,
Vietnam,VNM,2020-03-10,31,31,34,
Vietnam,VNM,2020-03-11,38,35,38,
Vietnam,VNM,2020-03-12,39,39,39,
Vietnam,VNM,2020-03-13,47,39,44,
Vietnam,VNM,2020-03-14,53,48,53,
Vietnam,VNM,2020-03-15,56,53,53,
Vietnam,VNM,2020-03-16,61,57,57,
Vietnam,VNM,2020-03-17,66,61,61,
World,OWID_WRL,2020-01-22,557,314,535,
World,OWID_WRL,2020-01-23,657,581,632,
World,OWID_WRL,2020-01-24,944,846,898,
World,OWID_WRL,2020-01-25,1437,1320,1351,
World,OWID_WRL,2020-01-26,2120,2014,2024,
World,OWID_WRL,2020-01-27,2929,2798,2821,
World,OWID_WRL,2020-01-28,5580,4593,4588,
World,OWID_WRL,2020-01-29,6169,6065,6068,
World,OWID_WRL,2020-01-30,8237,7818,7825,
World,OWID_WRL,2020-01-31,9927,9826,9826,
World,OWID_WRL,2020-02-01,12038,11953,11947,
World,OWID_WRL,2020-02-02,16787,14557,14555,
World,OWID_WRL,2020-02-03,19887,17391,17373,
World,OWID_WRL,2020-02-04,23899,20630,20616,
World,OWID_WRL,2020-02-05,27644,24544,24525,
World,OWID_WRL,2020-02-06,30806,28276,28276,
World,OWID_WRL,2020-02-07,34400,31481,31494,
World,OWID_WRL,2020-02-08,37131,34886,34936,
World,OWID_WRL,2020-02-09,40162,37558,37554,
World,OWID_WRL,2020-02-10,42771,40554,40546,
World,OWID_WRL,2020-02-11,44814,43103,43109,
World,OWID_WRL,2020-02-12,45232,45171,45181,
World,OWID_WRL,2020-02-13,60384,46997,60332,
World,OWID_WRL,2020-02-14,66912,49053,64547,
World,OWID_WRL,2020-02-15,69055,50580,67107,
World,OWID_WRL,2020-02-16,71238,51857,69269,
World,OWID_WRL,2020-02-17,73273,71429,71336,
World,OWID_WRL,2020-02-18,75155,73332,73331,
World,OWID_WRL,2020-02-19,75655,75204,75195,
World,OWID_WRL,2020-02-20,76216,75748,75727,
World,OWID_WRL,2020-02-21,76846,76769,76723,
World,OWID_WRL,2020-02-22,78608,77794,77808,
World,OWID_WRL,2020-02-23,78990,78811,78818,
World,OWID_WRL,2020-02-24,79558,79331,79341,
World,OWID_WRL,2020-02-25,80412,80239,80136,
World,OWID_WRL,2020-02-26,81384,81109,81003,
World,OWID_WRL,2020-02-27,82728,82294,82117,
World,OWID_WRL,2020-02-28,84152,83652,83388,
World,OWID_WRL,2020-02-29,86023,85403,85248,
World,OWID_WRL,2020-03-01,88402,87137,87091,
World,OWID_WRL,2020-03-02,90382,88948,89159,
World,OWID_WRL,2020-03-03,92994,90869,91017,
World,OWID_WRL,2020-03-04,95338,93090,93332,
World,OWID_WRL,2020-03-05,98078,95324,95689,
World,OWID_WRL,2020-03-06,102062,98192,98749,
World,OWID_WRL,2020-03-07,106199,101927,102869,
World,OWID_WRL,2020-03-08,109997,105592,106849,
World,OWID_WRL,2020-03-09,114292,109577,111026,
World,OWID_WRL,2020-03-10,119051,113702,115846,
World,OWID_WRL,2020-03-11,126527,118319,120963,
World,OWID_WRL,2020-03-12,133283,125260,128885,
World,OWID_WRL,2020-03-13,146477,132758,138359,
World,OWID_WRL,2020-03-14,157365,142534,148823,
World,OWID_WRL,2020-03-15,168598,153517,161014,
World,OWID_WRL,2020-03-16,183165,167506,173503,
World,OWID_WRL,2020-03-17,198339,179112,187741,
World excl. China,,2020-01-22,10,,9,
World excl. China,,2020-01-23,18,,9,
World excl. China,,2020-01-24,28,,16,
World excl. China,,2020-01-25,38,,28,
World excl. China,,2020-01-26,58,,36,
World excl. China,,2020-01-27,66,,46,
World excl. China,,2020-01-28,86,,60,
World excl. China,,2020-01-29,99,,74,
World excl. China,,2020-01-30,113,,91,
World excl. China,,2020-01-31,144,,112,
World excl. China,,2020-02-01,167,,138,
World excl. China,,2020-02-02,180,,156,
World excl. China,,2020-02-03,194,,162,
World excl. China,,2020-02-04,219,,168,
World excl. China,,2020-02-05,235,,205,
World excl. China,,2020-02-06,253,,229,
World excl. China,,2020-02-07,325,,287,
World excl. China,,2020-02-08,353,,311,
World excl. China,,2020-02-09,372,,322,
World excl. China,,2020-02-10,465,,340,
World excl. China,,2020-02-11,487,,413,
World excl. China,,2020-02-12,533,,457,
World excl. China,,2020-02-13,552,,467,
World excl. China,,2020-02-14,620,,526,
World excl. China,,2020-02-15,708,,548,
World excl. China,,2020-02-16,792,,703,
World excl. China,,2020-02-17,909,,718,
World excl. China,,2020-02-18,1016,,823,
World excl. China,,2020-02-19,1109,,937,
World excl. China,,2020-02-20,1217,,1075,
World excl. China,,2020-02-21,1374,,1180,
World excl. China,,2020-02-22,1686,,1439,
World excl. China,,2020-02-23,2052,,1802,
World excl. China,,2020-02-24,2406,,2107,
World excl. China,,2020-02-25,2752,,2387,
World excl. China,,2020-02-26,3319,,2844,
World excl. China,,2020-02-27,4230,,3519,
World excl. China,,2020-02-28,5328,,4461,
World excl. China,,2020-02-29,6772,,5893,
World excl. China,,2020-03-01,8576,,7162,
World excl. China,,2020-03-02,10356,,9025,
World excl. China,,2020-03-03,12843,,10756,
World excl. China,,2020-03-04,15067,,12952,
World excl. China,,2020-03-05,17656,,15192,
World excl. China,,2020-03-06,21489,,18082,
World excl. China,,2020-03-07,25547,,22101,
World excl. China,,2020-03-08,29298,,26035,
World excl. China,,2020-03-09,33557,,30167,
World excl. China,,2020-03-10,38294,,34967,
World excl. China,,2020-03-11,45742,,40055,
World excl. China,,2020-03-12,52490,,47953,
World excl. China,,2020-03-13,65676,,57405,
World excl. China,,2020-03-14,76538,,67850,
World excl. China,,2020-03-15,87750,,80019,
World excl. China,,2020-03-16,102298,,92483,
World excl. China,,2020-03-17,117455,,106678,
World excl. China and South Korea,,2020-01-22,9,,8,
World excl. China and South Korea,,2020-01-23,17,,8,
World excl. China and South Korea,,2020-01-24,26,,14,
World excl. China and South Korea,,2020-01-25,36,,26,
World excl. China and South Korea,,2020-01-26,55,,33,
World excl. China and South Korea,,2020-01-27,62,,42,
World excl. China and South Korea,,2020-01-28,82,,56,
World excl. China and South Korea,,2020-01-29,95,,70,
World excl. China and South Korea,,2020-01-30,109,,87,
World excl. China and South Korea,,2020-01-31,133,,105,
World excl. China and South Korea,,2020-02-01,155,,126,
World excl. China and South Korea,,2020-02-02,165,,141,
World excl. China and South Korea,,2020-02-03,179,,147,
World excl. China and South Korea,,2020-02-04,203,,152,
World excl. China and South Korea,,2020-02-05,216,,187,
World excl. China and South Korea,,2020-02-06,230,,206,
World excl. China and South Korea,,2020-02-07,301,,263,
World excl. China and South Korea,,2020-02-08,329,,287,
World excl. China and South Korea,,2020-02-09,347,,297,
World excl. China and South Korea,,2020-02-10,438,,313,
World excl. China and South Korea,,2020-02-11,459,,385,
World excl. China and South Korea,,2020-02-12,505,,429,
World excl. China and South Korea,,2020-02-13,524,,439,
World excl. China and South Korea,,2020-02-14,592,,498,
World excl. China and South Korea,,2020-02-15,680,,520,
World excl. China and South Korea,,2020-02-16,763,,674,
World excl. China and South Korea,,2020-02-17,879,,688,
World excl. China and South Korea,,2020-02-18,985,,792,
World excl. China and South Korea,,2020-02-19,1078,,891,
World excl. China and South Korea,,2020-02-20,1113,,995,
World excl. China and South Korea,,2020-02-21,1170,,1025,
World excl. China and South Korea,,2020-02-22,1253,,1094,
World excl. China and South Korea,,2020-02-23,1450,,1201,
World excl. China and South Korea,,2020-02-24,1573,,1345,
World excl. China and South Korea,,2020-02-25,1775,,1495,
World excl. China and South Korea,,2020-02-26,2058,,1698,
World excl. China and South Korea,,2020-02-27,2464,,1924,
World excl. China and South Korea,,2020-02-28,2991,,2439,
World excl. China and South Korea,,2020-02-29,3622,,2962,
World excl. China and South Korea,,2020-03-01,4840,,3636,
World excl. China and South Korea,,2020-03-02,6021,,4813,
World excl. China and South Korea,,2020-03-03,7657,,5944,
World excl. China and South Korea,,2020-03-04,9446,,7624,
World excl. China and South Korea,,2020-03-05,11568,,9426,
World excl. China and South Korea,,2020-03-06,14896,,11798,
World excl. China and South Korea,,2020-03-07,18506,,15334,
World excl. China and South Korea,,2020-03-08,21984,,18901,
World excl. China and South Korea,,2020-03-09,26079,,22785,
World excl. China and South Korea,,2020-03-10,30781,,27454,
World excl. China and South Korea,,2020-03-11,37987,,32300,
World excl. China and South Korea,,2020-03-12,44621,,40084,
World excl. China and South Korea,,2020-03-13,57697,,49426,
World excl. China and South Korea,,2020-03-14,68452,,59764,
World excl. China and South Korea,,2020-03-15,79588,,71857,
World excl. China and South Korea,,2020-03-16,94062,,84247,
World excl. China and South Korea,,2020-03-17,109135,,98358,
"World excl. China, South Korea, Japan and Singapore",,2020-01-22,7,,7,
"World excl. China, South Korea, Japan and Singapore",,2020-01-23,14,,7,
"World excl. China, South Korea, Japan and Singapore",,2020-01-24,21,,9,
"World excl. China, South Korea, Japan and Singapore",,2020-01-25,31,,21,
"World excl. China, South Korea, Japan and Singapore",,2020-01-26,47,,26,
"World excl. China, South Korea, Japan and Singapore",,2020-01-27,53,,35,
"World excl. China, South Korea, Japan and Singapore",,2020-01-28,68,,47,
"World excl. China, South Korea, Japan and Singapore",,2020-01-29,81,,56,
"World excl. China, South Korea, Japan and Singapore",,2020-01-30,88,,66,
"World excl. China, South Korea, Japan and Singapore",,2020-01-31,105,,78,
"World excl. China, South Korea, Japan and Singapore",,2020-02-01,119,,95,
"World excl. China, South Korea, Japan and Singapore",,2020-02-02,127,,104,
"World excl. China, South Korea, Japan and Singapore",,2020-02-03,141,,109,
"World excl. China, South Korea, Japan and Singapore",,2020-02-04,157,,114,
"World excl. China, South Korea, Japan and Singapore",,2020-02-05,165,,138,
"World excl. China, South Korea, Japan and Singapore",,2020-02-06,179,,153,
"World excl. China, South Korea, Japan and Singapore",,2020-02-07,248,,208,
"World excl. China, South Korea, Japan and Singapore",,2020-02-08,272,,229,
"World excl. China, South Korea, Japan and Singapore",,2020-02-09,283,,232,
"World excl. China, South Korea, Japan and Singapore",,2020-02-10,367,,245,
"World excl. China, South Korea, Japan and Singapore",,2020-02-11,385,,315,
"World excl. China, South Korea, Japan and Singapore",,2020-02-12,427,,357,
"World excl. China, South Korea, Japan and Singapore",,2020-02-13,433,,360,
"World excl. China, South Korea, Japan and Singapore",,2020-02-14,482,,410,
"World excl. China, South Korea, Japan and Singapore",,2020-02-15,554,,415,
"World excl. China, South Korea, Japan and Singapore",,2020-02-16,628,,550,
"World excl. China, South Korea, Japan and Singapore",,2020-02-17,735,,554,
"World excl. China, South Korea, Japan and Singapore",,2020-02-18,825,,656,
"World excl. China, South Korea, Japan and Singapore",,2020-02-19,909,,744,
"World excl. China, South Korea, Japan and Singapore",,2020-02-20,934,,827,
"World excl. China, South Korea, Japan and Singapore",,2020-02-21,973,,847,
"World excl. China, South Korea, Japan and Singapore",,2020-02-22,1031,,903,
"World excl. China, South Korea, Japan and Singapore",,2020-02-23,1212,,980,
"World excl. China, South Korea, Japan and Singapore",,2020-02-24,1324,,1112,
"World excl. China, South Korea, Japan and Singapore",,2020-02-25,1511,,1261,
"World excl. China, South Korea, Japan and Singapore",,2020-02-26,1773,,1443,
"World excl. China, South Korea, Japan and Singapore",,2020-02-27,2153,,1645,
"World excl. China, South Korea, Japan and Singapore",,2020-02-28,2662,,2133,
"World excl. China, South Korea, Japan and Singapore",,2020-02-29,3275,,2634,
"World excl. China, South Korea, Japan and Singapore",,2020-03-01,4475,,3295,
"World excl. China, South Korea, Japan and Singapore",,2020-03-02,5635,,4453,
"World excl. China, South Korea, Japan and Singapore",,2020-03-03,7249,,5582,
"World excl. China, South Korea, Japan and Singapore",,2020-03-04,9003,,7246,
"World excl. China, South Korea, Japan and Singapore",,2020-03-05,11086,,8997,
"World excl. China, South Korea, Japan and Singapore",,2020-03-06,14346,,11332,
"World excl. China, South Korea, Japan and Singapore",,2020-03-07,17902,,14796,
"World excl. China, South Korea, Japan and Singapore",,2020-03-08,21335,,18308,
"World excl. China, South Korea, Japan and Singapore",,2020-03-09,25402,,22147,
"World excl. China, South Korea, Japan and Singapore",,2020-03-10,30036,,26780,
"World excl. China, South Korea, Japan and Singapore",,2020-03-11,37169,,31566,
"World excl. China, South Korea, Japan and Singapore",,2020-03-12,43747,,39287,
"World excl. China, South Korea, Japan and Singapore",,2020-03-13,56764,,48564,
"World excl. China, South Korea, Japan and Singapore",,2020-03-14,67445,,58827,
"World excl. China, South Korea, Japan and Singapore",,2020-03-15,78536,,70863,
"World excl. China, South Korea, Japan and Singapore",,2020-03-16,92976,,83207,
"World excl. China, South Korea, Japan and Singapore",,2020-03-17,107976,,97291,
